case_id,title,pmid_or_doi,journal,year,disease_primary,icd_or_ordo_id,patient_age_group,patient_sex,presentation_summary,features_summary,negative_findings,diagnostic_tests_summary,treatment_summary,outcome,follow_up,has_figures,figure_count,oa_status,fulltext_url,license_note,parse_status,notes
pmid:41883923,Ecchymosis in the Chest After Bilateral Sagittal Split Osteotomy and Genioplasty: A Case Report and Literature Review.,PMID:41883923; DOI:10.7759/cureus.104064,Cureus,2026,,,,,"Bilateral sagittal split osteotomy (BSSO) is a corrective jaw surgery that repositions the mandible. Potential complications include unexpected fractures, unfavorable splits, avascular necrosis, condylar resorption, and malposition of the proximal segment. Chest ecchymosis following BSSO is a rare complication. Ecchymosis, the leakage of blood into subcutaneous tissues, typically occurs near the s",,,,,,,unknown,,yes,,cc by,metadata_only,T063 Europe PMC; manifest=DL09151
pmid:41625755,Primary scrotal Paget's disease: a case report and literature review.,PMID:41625755; DOI:10.3389/fmed.2025.1680986,Frontiers in medicine,2025,,,,,"<h4>Objective</h4>The objective of the study was to report a case of primary scrotal Paget's disease and discuss its clinical characteristics, diagnosis, and management based on the literature.<h4>Methods</h4>The clinical data of a patient with primary scrotal Paget's disease admitted to the Second Department of Urology at the First Affiliated Hospital of Kunming Medical University in December 202",,,,,,,unknown,,yes,,cc by,metadata_only,T063 Europe PMC; manifest=DL09152
pmid:41825247,Three years of chemotherapy tolerance with concurrent Ayurvedic treatment in a metastatic lung adenocarcinoma: A case report.,PMID:41825247; DOI:10.1016/j.jaim.2026.101325,Journal of Ayurveda and integrative medicine,2026,,,,,"Lung adenocarcinoma, a prevalent form of non-small cell lung cancer, presents significant challenges due to its advanced stage at diagnosis and heterogeneity. This case report details the therapeutic journey of a 61-year-old female patient diagnosed with metastatic lung adenocarcinoma, managed through an integrative approach combining chemotherapy and Ayurvedic treatment. Conventional therapy cons",,,,,,,unknown,,yes,,cc by-nc-nd,metadata_only,T063 Europe PMC; manifest=DL09153
pmid:41727282,Endodontic and Periodontal Treatment of a Two-Rooted Maxillary Lateral Incisor With a Type III Palatoradicular Groove: A Case Report With 2-Year Follow-Up.,PMID:41727282; DOI:10.1155/crid/2543929,Case reports in dentistry,2026,,,,,"<h4>Introduction</h4>A palatoradicular groove (PRG) is a developmental anomaly that usually starts from the central fossa, crosses the cingulum, and extends apically onto the root surfaces at varying degrees. It can lead to both periodontal and endodontic issues in clinical practice. Therefore, early diagnosis and treatment of PRGs are crucial for improving patients' prognosis.<h4>Case report</h4>",,,,,,,unknown,,yes,,cc by,metadata_only,T063 Europe PMC; manifest=DL09154
pmid:41710916,Aspirated Tooth in a Child Following Traditional (Non-Clinical) Extraction: A Rare Complication with Delayed Referral in the Right Bronchus - A Case Report.,PMID:41710916; DOI:10.2147/phmt.s542691,"Pediatric health, medicine and therapeutics",2026,,,,,"<h4>Objective</h4>To report a rare case of aspirated tooth following a traditional, non-clinical extraction in a child, emphasizing the risks of delayed referral and management challenges in fragile health systems.<h4>Materials and methods</h4>This is a case report of a 9-year-old girl managed at Mogadishu Somali-Türkiye Recep Tayyip Erdoğan Training and Research Hospital (MSTH) after referral fro",,,,,,,unknown,,yes,,cc by-nc,metadata_only,T063 Europe PMC; manifest=DL09155
pmid:41497769,Cervical Intranodal Schwannoma and Its Malignant Transformation: A Case Report With Literature Review.,PMID:41497769; DOI:10.1002/ccr3.71801,Clinical case reports,2026,,,,,"This case report highlights a rare malignant transformation of a cervical intranodal schwannoma in a 46-year-old man. The patient first came in with a slow-growing, painless nodule in the right neck. Surgical excision was performed and histopathological examinations revealed a benign intranodal cellular schwannoma. Eighteen months later, the mass recurred and a second surgery showed malignant peri",,,,,,,unknown,,yes,,cc by,metadata_only,T063 Europe PMC; manifest=DL09156
pmid:41414869,Fifty-year follow-up of dens invaginatus treated by nonsurgical and surgical endodontic treatments: a case report.,PMID:41414869; DOI:10.5395/rde.2026.51.e1,Restorative dentistry & endodontics,2026,,,,,"This case report presents a lateral maxillary incisor with dens invaginatus (DI) type IIIb that was treated both nonsurgically and surgically over 50 years. Treatment of teeth with DI can be challenging. Suggested options may include nonsurgical root canal treatment, endodontic surgery, or extraction. In this case report, a 13-year-old patient with a lateral maxillary incisor with DI type IIIb was",,,,,,,unknown,,yes,,cc by-nc,metadata_only,T063 Europe PMC; manifest=DL09157
pmid:41546385,Red Complex Bacteria as a Hidden Cause of Chronic Lung Abscess: A Case Report.,PMID:41546385; DOI:10.12659/ajcr.949102,The American journal of case reports,2026,,,,,"BACKGROUND Common oral pathogens such as Treponema denticola, Porphyromonas gingivalis, and Tannerella forsythia, which form biofilms in the periodontal pockets, are classified together as Red Complex bacteria in Socransky's subgingival cluster model and are key pathogenic bacteria in periodontitis. Oral pathogens play a critical role in pulmonary infections, particularly in the pathogenesis of lu",,,,,,,unknown,,yes,,cc by-nc-nd,metadata_only,T063 Europe PMC; manifest=DL09158
pmid:41815446,Bilateral Achilles tendon injury in a 14-year-old adolescent: case report.,PMID:41815446; DOI:10.1097/rc9.0000000000000035,International journal of surgery case reports,2026,,,,,<h4>Introduction</h4>Achilles tendon (AT) wounds are defined as partial or complete disruptions of the tendon that create direct communication with the external environment [2] Lamah L Diallo M Tekpa JBD. The incidence of bilateral AT lacerations in children remains unknown. We report a case of simultaneous bilateral AT laceration in a 14-year-old adolescent following a domestic accident.<h4>Case ,,,,,,,unknown,,yes,,cc by-nc-nd,metadata_only,T063 Europe PMC; manifest=DL09159
pmid:41640945,Zoonotic potential of &lt;i&gt;Chlamydia psittaci&lt;/i&gt;-a case report.,PMID:41640945; DOI:10.3389/fvets.2025.1638717,Frontiers in veterinary science,2025,,,,,"The causative agent of chlamydiosis/psittacosis, the obligatory intracellular bacterium <i>C. psittaci</i>, infects various species of birds and humans. Infected birds occasionally excrete the pathogen through the respiratory and digestive systems, with nasal/ocular discharge and feces being the main sources of infection for other birds or humans. Humans are most often infected through close conta",,,,,,,unknown,,yes,,cc by,metadata_only,T063 Europe PMC; manifest=DL09160
pmid:41764070,Primary Aldosteronism Causing Aortic Dissection: A Case Report.,PMID:41764070; DOI:10.12659/ajcr.951215,The American journal of case reports,2026,,,,,"BACKGROUND Primary aldosteronism (PA) is the most common cause of endocrine-related secondary hypertension, accounting for up to 10% of hypertensive cases in specialized centers. It is associated with increased risks of cardiovascular events, target organ damage, and metabolic complications. However, PA is often underdiagnosed due to its subtle or atypical clinical manifestations. In particular, y",,,,,,,unknown,,yes,,cc by-nc-nd,metadata_only,T063 Europe PMC; manifest=DL09161
pmid:41333963,Idiopathic Facial Aseptic Granuloma: A Case Report.,PMID:41333963; DOI:10.7759/cureus.95862,Cureus,2025,,,,,"Idiopathic facial aseptic granuloma (IFAG), an exclusive pediatric dermatosis, is typically characterized by one or more asymptomatic erythematous nodules on the face. While its etiology remains elusive, there are suggestions that it could be a manifestation of childhood rosacea. This case report sheds light on a five-year-old male with an erythematous nodule on the right nasolabial fold, conclusi",,,,,,,unknown,,yes,,cc by,metadata_only,T063 Europe PMC; manifest=DL09162
pmid:41666885,Recurrent Miller Fisher Syndrome: A Case Report.,PMID:41666885; DOI:10.5811/cpcem.47931,Clinical practice and cases in emergency medicine,2026,,,,,"<h4>Introduction</h4>Guillain-Barré syndrome can manifest with progressive paralysis, requiring careful monitoring and treatment with steroids or intravenous (IV) immunoglobin. While this disease can be devastating and require intensive care unit level of care, there are few incidences of relapses.<h4>Case report</h4>A 67-year-old man with a past medical history of Miller Fisher syndrome variant o",,,,,,,unknown,,yes,,cc by,metadata_only,T063 Europe PMC; manifest=DL09163
pmid:41766767,Epithelioid Hemangioendothelioma With a Novel Chromosomal Deletion and an Aggressive Clinical Course: A Case Report and Literature Review.,PMID:41766767; DOI:10.1155/crom/3387413,Case reports in oncological medicine,2026,,,,,"Epithelioid hemangioendothelioma (EHE) is a rare neoplastic process arising from the endothelial lining of virtually any blood vessel, with varying degrees of metastatic spread. In the following case report, the clinical course and treatment stratification are detailed for a 59-year-old female who originally presented with cervical radiculopathy and was found to have aggressive-type EHE refractory",,,,,,,unknown,,yes,,cc by,metadata_only,T063 Europe PMC; manifest=DL09164
pmid:41372966,Concurrent seronegative spondyloarthropathy and Takayasu's arteritis: a case report and literature review.,PMID:41372966; DOI:10.1186/s13000-025-01741-z,Diagnostic pathology,2025,,,,,"Seronegative spondyloarthropathy (SpA) and Takayasu's arteritis (TA) are distinct chronic inflammatory conditions with autoimmune characteristics. While both conditions are relatively common, their concurrent occurrence is rare. This case report presents an individual diagnosed with both SpA and TA, detailing the clinical presentation, disease course, and therapeutic interventions. A review of rel",,,,,,,unknown,,yes,,cc by-nc-nd,metadata_only,T063 Europe PMC; manifest=DL09165
pmid:41890782,Combat high-intensity light-induced full-thickness macular hole: A case report.,PMID:41890782; DOI:10.1016/j.ajoc.2026.102554,American journal of ophthalmology case reports,2026,,,,,"<h4>Purpose</h4>This case report aims to present a unique case of high-intensity light-induced full-thickness macular hole in a soldier, which was managed with vitrectomy and internal limiting membrane (ILM) double flap.<h4>Observations</h4>A patient presented with decreased visual acuity and central scotoma after gazing at the spotlight of the air defense system. Both ophthalmoscopy and optical c",,,,,,,unknown,,yes,,cc by-nc-nd,metadata_only,T063 Europe PMC; manifest=DL09166
pmid:41717042,First automated detection of a cardiac arrest using a commercially available smartwatch: a case report.,PMID:41717042; DOI:10.1016/j.resplu.2026.101247,Resuscitation plus,2026,,,,,"<h4>Background</h4>Automated cardiac arrest detection aims to shorten the time between arrest onset and emergency medical services activation, thereby reducing the number of unwitnessed out-of-hospital cardiac arrests (OHCA) and shortening time to treatment in witnessed OHCA. Current arrest detection algorithms are largely developed using simulated or artificially induced cardiac arrest data. To o",,,,,,,unknown,,yes,,cc by,metadata_only,T063 Europe PMC; manifest=DL09167
pmid:41658235,Bilateral Myositis Ossificans of the Deltoid Muscle Secondary to the COVID-19 Vaccine: A Case Report.,PMID:41658235; DOI:10.1155/carm/4130872,Case reports in medicine,2026,,,,,"Shoulder injuries related to COVID-19 vaccines presented in the literature include many forms that occurred either early in the first days after injection or late, after weeks or months, but not all have convincingly demonstrated a cause-and-effect relationship. We present and illustrate a unique case to our knowledge of late-onset bilateral myositis ossificans of the deltoid muscles and spontaneo",,,,,,,unknown,,yes,,cc by,metadata_only,T063 Europe PMC; manifest=DL09168
pmid:41846917,Sintilimab-induced toxic epidermal necrolysis complicated in advanced gastric cancer: a case report and literature review.,PMID:41846917; DOI:10.3389/fimmu.2026.1771194,Frontiers in immunology,2026,,,,,"<h4>Background</h4>Immune checkpoint inhibitors (ICIs) can trigger immune-related adverse events (irAEs), among which Stevens-Johnson syndrome/toxic epidermal necrolysis (SJS/TEN) is exceptionally rare but potentially fatal. Sintilimab, a PD-1 inhibitor increasingly used for advanced gastric cancer, has only sporadically been linked to SJS/TEN.<h4>Case presentation</h4>We report a 60-year-old man ",,,,,,,unknown,,yes,,cc by,metadata_only,T063 Europe PMC; manifest=DL09169
pmid:41559826,Giant pedunculated cellular angiofibroma of the labia majora: a case report.,PMID:41559826; DOI:10.1186/s13256-025-05803-0,Journal of medical case reports,2026,,,,,"<h4>Background</h4>Cellular angiofibroma is a rare, benign mesenchymal tumor most commonly arising in the vulvovaginal region in middle-aged to elderly women. Despite its indolent nature, it is frequently misdiagnosed due to a nonspecific clinical presentation and its resemblance to other vulvar masses.<h4>Case report</h4>We present a case of a 65-year-old postmenopausal woman with a neglected, sl",,,,,,,unknown,,yes,,cc by,metadata_only,T063 Europe PMC; manifest=DL09170
pmid:41778273,Listeria rhombencephalitis in an alcoholic man; A case report and review of literature.,PMID:41778273; DOI:10.1016/j.ensci.2026.100605,eNeurologicalSci,2026,,,,,"Listeria infections are uncommon in our clinical practice and often overlooked as a differential diagnosis. It is also difficult to uncover due to presentation with a variety of non-specific clinical signs and symptoms, that could mimic other conditions. In our case report, we discuss a rare and challenging case of a middle-aged alcoholic man with Listeriosis affecting the rhombencephalon. He pres",,,,,,,unknown,,yes,,cc by,metadata_only,T063 Europe PMC; manifest=DL09171
pmid:41669033,Bilateral Shoulder Dislocation with Fracture of Major Tubercles - A Case Report.,PMID:41669033; DOI:10.13107/jocr.2026.v16.i02.6808,Journal of orthopaedic case reports,2026,,,,,"<h4>Introduction</h4>Bilateral dislocations of the glenohumeral joint are most often posterior, secondary to convulsive seizures. We report a case of bilateral anterior dislocation with fracture of the two major tubercles following a very rare mechanism.<h4>Case report</h4>A 52-year-old patient admitted at the emergency department for bilateral closed shoulder trauma following a tonic-clonic seizu",,,,,,,unknown,,yes,,cc by-nc,metadata_only,T063 Europe PMC; manifest=DL09172
pmid:41865366,Management Strategy for Anaphylaxis in a Patient With Suspected or Confirmed Mastocytosis: A Case Report.,PMID:41865366; DOI:10.12659/ajcr.951085,The American journal of case reports,2026,,,,,"BACKGROUND Anaphylaxis is a severe, systemic hypersensitivity reaction that poses a potential threat to life. The occurrence of mastocytosis increases the likelihood of severe anaphylactic reactions. Appropriate management is crucial for improving clinical outcomes. CASE REPORT The case describes severe anaphylactic shock in a 31-year-old female patient with suspected mastocytosis. The shock occur",,,,,,,unknown,,yes,,cc by-nc-nd,metadata_only,T063 Europe PMC; manifest=DL09173
pmid:41552771,Modified genicular nerve diagnostic blocks for persistent pain post total knee arthroplasty: A case report.,PMID:41552771; DOI:10.1016/j.inpm.2025.100732,Interventional pain medicine,2026,,,,,"<h4>Introduction</h4>Persistent pain following total knee arthroplasty (TKA) is a challenging condition to manage. Conceivably, persistent pain may be mediated by residual innervation to the subchondral bone. In the previous anatomical literature, targeting the middle two quadrants of the lateral and medial aspects of the distal femur was suggested to optimize capture of subchondral bone innervati",,,,,,,unknown,,yes,,cc by-nc-nd,metadata_only,T063 Europe PMC; manifest=DL09174
pmid:41635344,From Needle to Necrosis: A Case Report on Nicolau Syndrome.,PMID:41635344; DOI:10.7759/cureus.100623,Cureus,2026,,,,,"Nicolau syndrome is a rare but dreaded complication that can occur after a routine injection. It causes pain followed by ischemia and necrosis of the area, sometimes leading to serious and potentially life-threatening complications. Various drugs have been attributed to causing this, but only after being administered via an injection. What begins as pain and discoloration of the skin over the inje",,,,,,,unknown,,yes,,cc by,metadata_only,T063 Europe PMC; manifest=DL09175
pmid:41356875,Turner Syndrome and Hepatic Adenomas: A Case Report.,PMID:41356875; DOI:10.7759/cureus.96137,Cureus,2025,,,,,"This case report describes large hepatic adenomas in a 35-year-old woman with Turner syndrome (TS) who had long-standing oral estradiol exposure and metabolic syndrome. Patients with TS may be at increased risk of hepatic adenomas when compared to the general population. Future research papers should seek to understand the true incidence of hepatic adenomas in TS, whether we should implement routi",,,,,,,unknown,,yes,,cc by,metadata_only,T063 Europe PMC; manifest=DL09176
pmid:41700195,Idiopathic Scrotal Elephantiasis: Case Report of a Rare Occurrence.,PMID:41700195; DOI:10.14744/semb.2025.55955,Sisli Etfal Hastanesi tip bulteni,2025,,,,,Idiopathic scrotal elephantiasis is a rare yet physically and psychologically debilitating condition characterized by chronic lymphedema of the scrotum. This case report presents an 18-year-old male with progressive scrotal enlargement over seven years. The patient applied to our clinic due to discomfort and occasional discharge. Clinical examination revealed scrotal edema without systemic involve,,,,,,,unknown,,yes,,cc by-nc,metadata_only,T063 Europe PMC; manifest=DL09177
pmid:41726544,Confocal laser endomicroscopy improves diagnosis of cholangiocarcinoma: a case report and review.,PMID:41726544; DOI:10.1515/biol-2025-1269,Open life sciences,2026,,,,,"Cholangiocarcinoma (CCA), a life-threatening malignancy with a poor prognosis, remains diagnostically challenging due to the limited sensitivity and specificity of traditional imaging in differentiating malignant from benign bile duct strictures. This case report and literature review explore the potential of confocal laser endomicroscopy (CLE), an emerging technology for real-time <i>in vivo</i> ",,,,,,,unknown,,yes,,cc by,metadata_only,T063 Europe PMC; manifest=DL09178
pmid:41669061,Intra-articular Corrective Osteotomy for Bennett's Fracture Malunion: A Rare Case Report.,PMID:41669061; DOI:10.13107/jocr.2026.v16.i02.6726,Journal of orthopaedic case reports,2026,,,,,"<h4>Introduction</h4>Bennett's fracture is an intra-articular fracture-dislocation at the base of the first metacarpal. If inadequately treated, it may lead to malunion and subluxation of the carpometacarpal joint, resulting in pain, stiffness, and functional impairment.<h4>Case report</h4>We report the case of a 28-year-old male software professional who presented 7 months after sustaining a left",,,,,,,unknown,,yes,,cc by-nc,metadata_only,T063 Europe PMC; manifest=DL09179
pmid:41860810,Simultaneous Management of May-Thurner Syndrome and Spigelian Hernia: A Case Report.,PMID:41860810; DOI:10.12659/ajcr.949258,The American journal of case reports,2026,,,,,"BACKGROUND A Spigelian hernia is a ventral hernia that occurs through the Spigelian fascia, formed by the aponeuroses of the transversus abdominis and internal oblique muscles; it may contain peritoneum or abdominal contents. This report describes an older woman who exhibited left leg swelling and intermittent right lower abdominal pain due to compression and thrombosis of the left common iliac ve",,,,,,,unknown,,yes,,cc by-nc-nd,metadata_only,T063 Europe PMC; manifest=DL09180
pmid:41815649,Tuberculous Synovitis of the Elbow Presenting with Multiple Rice Bodies: A Rare Case Report.,PMID:41815649; DOI:10.13107/jocr.2026.v16.i03.6920,Journal of orthopaedic case reports,2026,,,,,"<h4>Introduction</h4>Musculoskeletal tuberculosis accounts for a minority of extrapulmonary tuberculosis cases, with the elbow being an uncommon site. Rice body formation, though described in rheumatoid arthritis and chronic synovitis, are rarely reported in tuberculous arthritis.<h4>Case report</h4>We describe a 70-year-old female presenting with progressive swelling and restriction of movement o",,,,,,,unknown,,yes,,cc by-nc,metadata_only,T063 Europe PMC; manifest=DL09181
pmid:41694441,Laparoscopic-assisted management of a superior mesenteric artery pseudoaneurysm secondary to chronic pancreatitis: a rare case report.,PMID:41694441; DOI:10.1093/jscr/rjaf994,Journal of surgical case reports,2026,,,,,"Superior mesenteric artery (SMA) pseudoaneurysms are rare but potentially life-threatening complications of chronic pancreatitis. This case report describes a 68-year-old African American female with a history of chronic pancreatitis who presented with acute periumbilical pain. Imaging revealed a 1.2 cm SMA pseudoaneurysm. Given the distal location and high rupture risk, the pseudoaneurysm was sur",,,,,,,unknown,,yes,,cc by-nc,metadata_only,T063 Europe PMC; manifest=DL09182
pmid:41666893,Antimuscarinic Toxicity Safely Managed with High-Dose Transdermal Rivastigmine: A Case Report.,PMID:41666893; DOI:10.5811/cpcem.49089,Clinical practice and cases in emergency medicine,2026,,,,,"<h4>Introduction</h4>Antimuscarinic toxicity, which can cause delirium and unsafe behavior, may result from an adverse effect of prescribed medications or from non-medical substance use. Physostigmine shortages have prompted use of transdermal rivastigmine for management of antimuscarinic toxicity; however, symptom control is equivocal at standard dosing.<h4>Case report</h4>A patient with antimusc",,,,,,,unknown,,yes,,cc by,metadata_only,T063 Europe PMC; manifest=DL09183
pmid:41890448,Rotary Instrument-Induced Soft Palatal Laceration During Dental Restorative Treatment: A Case Report.,PMID:41890448; DOI:10.7759/cureus.104125,Cureus,2026,,,,,"Iatrogenic soft tissue injuries are recognized complications of dental procedures, most commonly affecting the tongue, buccal mucosa, and gingiva. However, trauma involving posterior palatal structures remains rarely documented. This case report describes a deep soft palatal laceration sustained during posterior restorative dental treatment following accidental contact with a high-speed rotary ins",,,,,,,unknown,,yes,,cc by,metadata_only,T063 Europe PMC; manifest=DL09184
pmid:41541481,A Case Report of an Intra-Articular Lipoma in the Inferomedial Recess of the Anterior Knee Joint: Clinical Implications and Diagnostic Challenges: Case Report and Review of Literature.,PMID:41541481; DOI:10.13107/jocr.2026.v16.i01.6670,Journal of orthopaedic case reports,2026,,,,,"<h4>Introduction</h4>Lipomas are common benign soft-tissue tumors typically found in subcutaneous regions. Intra-articular lipomas, however, are exceedingly rare and may present with functional impairment.<h4>Case report</h4>A 27-year-old male presented with chronic right knee pain, limited flexion, and inability to run. Clinical examinations ruled out ligamentous or meniscal injuries. Magnetic re",,,,,,,unknown,,yes,,cc by-nc,metadata_only,T063 Europe PMC; manifest=DL09185
pmid:41439050,Ingestion of Isobutyl Nitrite Leading to Methemoglobinemia: A Case Report.,PMID:41439050; DOI:10.7759/cureus.97471,Cureus,2025,,,,,"This case report highlights an occurrence of methemoglobinemia caused by the ingestion of liquid amyl nitrite, a substance often misused as a recreational drug. The patient in this case presented with cyanosis and elevated methemoglobin levels. Prompt administration of methylene blue successfully reversed the methemoglobinemia by reducing methemoglobin back to hemoglobin. This case emphasizes the ",,,,,,,unknown,,yes,,cc by,metadata_only,T063 Europe PMC; manifest=DL09186
pmid:41509103,Case Report: Creutzfeldt-Jakob disease and diagnosis challenges: case report and evidence synthesis.,PMID:41509103; DOI:10.12688/f1000research.150498.2,F1000Research,2025,,,,,"<h4>Introduction</h4>Prion diseases are mortal neurodegenerative disorders, which include Creutzfeldt-Jakob disease (CJD). Due to its heterogenous clinical presentation diagnosis uncertainties are common. In this paper we explore CJD diagnostic challenges focusing on differential diagnosis and diagnostic delays.<h4>Methods</h4>We report a case of a patient who was misclassified and evaluated by se",,,,,,,unknown,,yes,,cc by,metadata_only,T063 Europe PMC; manifest=DL09187
pmid:41908850,Low grade T1 non-muscle invasive urothelial carcinoma in pediatric patient: A rare case report and management dilemma.,PMID:41908850; DOI:10.1016/j.eucr.2026.103406,Urology case reports,2026,,,,,"Papillary urothelial carcinoma (UC) is rare in the pediatric population, with its presentation and etiology differing significantly from adults, posing unique diagnostic challenges. This case report describes a 10-year-old female with abdominal pain and microscopic hematuria. Ultrasonography identified a hypoechoic lesion, and subsequent cystoscopy confirmed a 1 cm exophytic tumor. Histopathology ",,,,,,,unknown,,yes,,cc by,metadata_only,T063 Europe PMC; manifest=DL09188
pmid:41892794,Partial Ceramic Veneers as a Conservative Restorative Strategy: A Narrative Review with Case Report.,PMID:41892794; DOI:10.3390/dj14030186,Dentistry journal,2026,,,,,"<b>Background:</b> Partial ceramic veneers in the esthetic zone are a novel, conservative alternative to traditional veneer preparations intended to preserve maximum tooth structure. This narrative review summarizes the available clinical case reports on partial ceramic veneers and includes a case illustration demonstrating a step-by-step approach to closing a space between the maxillary left late",,,,,,,unknown,,yes,,cc by,metadata_only,T063 Europe PMC; manifest=DL09189
pmid:41613785,Multimodal treatment and tumour biology-driven long-term survival in PSC-associated hilar cholangiocarcinoma: A case report.,PMID:41613785; DOI:10.3892/mi.2026.295,Medicine international,2026,,,,,"Primary sclerosing cholangitis (PSC) is a recognised risk factor for hilar cholangiocarcinoma (hCCA). In selected patients, neoadjuvant chemoradiotherapy followed by liver transplantation provides the optimal chance of long-term survival. However, for the patient described in the present case report, at the time of the patient s treatment, the UK did not have an approved transplant programme for c",,,,,,,unknown,,yes,,cc by,metadata_only,T063 Europe PMC; manifest=DL09190
pmid:41323309,Paediatric bladder melanosis: a rare case report.,PMID:41323309; DOI:10.1016/j.eucr.2025.103266,Urology case reports,2026,,,,,"Bladder melanosis is a rare, typically benign histological finding involving melanin pigment deposition in the urothelium without melanocytes. Fewer than 40 reported cases exist, with only one prior paediatric case report. We present a 13-year-old male with a history of posterior urethral valves and ongoing bladder dysfunction. Cystoscopy showed brown bladder pigmentation and biopsy confirmed blad",,,,,,,unknown,,yes,,cc by-nc-nd,metadata_only,T063 Europe PMC; manifest=DL09191
pmid:41849264,Intraoperative Subdural and Postoperative Brainstem Hemorrhage in Glioma Surgery: A Case Report.,PMID:41849264; DOI:10.12659/ajcr.950229,The American journal of case reports,2026,,,,,"BACKGROUND Postoperative hemorrhage is a rare yet significant complication following craniotomy, with reported incidence rates ranging from 0.8% to 10.8%. This complication can lead to severe morbidity, with a notable survival rate decline among patients requiring reoperation for hematoma evacuation. Remote intraoperative hemorrhage is exceptionally rare and often associated with a poor prognosis.",,,,,,,unknown,,yes,,cc by-nc-nd,metadata_only,T063 Europe PMC; manifest=DL09192
pmid:41815699,Salvage of a Broken Magnetic Tibia Nail with Plate Fixation Without Nail Removal: A Case Report.,PMID:41815699; DOI:10.13107/jocr.2026.v16.i03.6890,Journal of orthopaedic case reports,2026,,,,,"<h4>Introduction</h4>Magnetic intramedullary nails are used for deformity correction and limb lengthening because of their minimally invasive nature and reduced complication rates compared to external fixators. However, complications such as non-union and nail breakage remain rare but significant clinical challenges, particularly in cases with patient-specific risk factors. This case demonstrates ",,,,,,,unknown,,yes,,cc by-nc,metadata_only,T063 Europe PMC; manifest=DL09193
pmid:41585341,Tracheal Nodular Fasciitis Presenting with Stridor: A Rare Case Report.,PMID:41585341; DOI:10.22038/ijorl.2025.85764.3885,Iranian journal of otorhinolaryngology,2026,,,,,"<h4>Introduction</h4>Nodular fasciitis (NF) is a benign, rapidly growing, non-neoplastic myofibroblastic lesion of the subcutaneous tissue affecting various anatomical sites throughout the body. NF of the trachea is rare, and its occurrence in the pediatric age group is highly uncommon in clinical practice.<h4>Case report</h4>2-year-old female child who presented to the emergency department with s",,,,,,,unknown,,yes,,cc by,metadata_only,T063 Europe PMC; manifest=DL09194
pmid:41853095,Small Intestinal Fungal Overgrowth Mimicking a Surgical Abdomen and Presenting as Bowel Obstruction: A Case Report and Literature Review.,PMID:41853095; DOI:10.7759/cureus.105283,Cureus,2026,,,,,"Small intestinal fungal overgrowth (SIFO) is defined by an abnormal proliferation of fungal organisms, most commonly <i>Candida</i> species, within the small intestine. Fungal infections, particularly candidiasis, are recognized causes of gastrointestinal (GI) symptoms, especially in patients with underlying conditions, such as malignancy or diabetes mellitus (DM), and in those exposed to immunosu",,,,,,,unknown,,yes,,cc by,metadata_only,T063 Europe PMC; manifest=DL09195
pmid:41767678,Case Report: Clinical manifestations reported in a canine after ingesting ruxolitinib phosphate (Opzelura&lt;sup&gt;®&lt;/sup&gt;).,PMID:41767678; DOI:10.3389/fvets.2026.1757633,Frontiers in veterinary science,2026,,,,,"This case report describes a canine patient that developed cardiovascular and ocular abnormalities following ingestion of ruxolitinib phosphate 1.5% topical cream. The objective of this report is to characterize the exposure history, clinical presentation, diagnostic findings, therapeutic interventions, and to evaluate ruxolitinib phosphate within the context of its pharmacologic class, emphasizin",,,,,,,unknown,,yes,,cc by,metadata_only,T063 Europe PMC; manifest=DL09196
pmid:41674328,Synchronous diagnosis of multicentric glioma with distinct isocitrate dehydrogenase molecular profiles: a case report.,PMID:41674328; DOI:10.1080/20450907.2026.2626299,CNS oncology,2026,,,,,"This case report characterizes the molecular pathology of two synchronous IDH mutant gliomas in a 28-year-old female patient. The patient exhibited symptoms of dizziness, retro-orbital pain, headache, and numbness with paresthesia in her right arm. MRI imaging revealed two distinct non-enhancing T2/FLAIR hyperintense lesions in the left frontal and parietal lobes. Histopathologic and molecular ana",,,,,,,unknown,,yes,,cc by-nc,metadata_only,T063 Europe PMC; manifest=DL09197
pmid:41626082,Chylous Mesenteric Cyst: A Rare Surgical Entity-A Case Report From Nepal.,PMID:41626082; DOI:10.1002/ccr3.71973,Clinical case reports,2026,,,,,"Chylous Mesenteric Cyst is an uncommon benign abdominal cyst that can arise anywhere along the mesentery of the gastrointestinal tract, from the duodenum to the rectum. It is often asymptomatic but can rarely present with abdominal discomfort or a palpable abdominal mass. Final diagnosis typically relies on histopathology examination following laparoscopic or open excision. We present a 54 years o",,,,,,,unknown,,yes,,cc by,metadata_only,T063 Europe PMC; manifest=DL09198
pmid:41853032,Retroperitoneal Panniculitis Mimicking High Intestinal Obstruction in a Young Female: A Case Report.,PMID:41853032; DOI:10.4103/jpbs.jpbs_1195_25,Journal of pharmacy & bioallied sciences,2026,,,,,"This case report examines retroperitoneal panniculitis in a 20-year-old female. The patient was presented with a history of epigastric discomfort for five days, vomiting after meals, fever, and abdominal bloating. Clinical examination revealed intestinal obstruction. Laboratory workup revealed high leukocytosis, raised urea, liver enzyme abnormality, and deranged coagulation. Diagnostic evaluation",,,,,,,unknown,,yes,,cc by-nc-nd,metadata_only,T063 Europe PMC; manifest=DL09199
